# Original data is from the International Atomic Energy Agency (IAEA) Nuclear Data Services (https://www-nds.iaea.org). The data was processed by speedydelete.
z,n,symbol,radius,mass,abundance,halfLife,halfLifeOperator,decay1,decay1Prob,decay2,decay2Prob,decay3,decay3Prob,magneticDipoleMoment,betaMinusEnergy,neutronEnergy,alphaEnergy,electronCaptureEnergy
58,73,Ce,null,130.9144295,,618,,EC+B+,100,B+,11,,,,-5407.7842,-16604.3017,684.5912,4060.817
58,74,Ce,null,131.9114662,,12636,,EC+B+,100,,,,,,-7241.224,-16239.342,475.552,1254.89
58,75,Ce,null,132.9115204,,5820,,EC+B+,100,,,,,,-4480.6319,-15262.0775,217.7266,3076.169
58,76,Ce,null,133.9089281,,273024,,EC,100,,,,,,-6304.8987,-14966.625,-1.0377,385.761
58,77,Ce,null,134.9091607,,63720,,EC+B+,100,,,,,,-3680.4357,-14159.6261,-362.2652,2027.15
58,78,Ce,4.8739,135.9071293,0.00186,stable,,2EC,,,,,,,-5168.129,-13643.996,-498.5626,-471.062
58,79,Ce,null,136.9077624,,32400,,EC+B+,100,,,,,0.96,-2716.9515,-12649.6625,-790.1691,1222.1
58,80,Ce,4.8737,137.9059942,0.00251,1.39E+24,>,2EC,100,,,,,,-4437,-12435.371,-1040.7803,-1052.459
58,81,Ce,null,138.906647,,11891232,,EC,100,,,,,1.06,-2129.089,-11900.1928,-1532.0024,264.64
58,82,Ce,4.8771,139.9054484,0.88449,stable,,,,,,,,4.06,-3388,-11316.8927,-1612.0637,-3762.168
58,83,Ce,null,140.908286,,2808345.6,,B-,100,,,,,1.09,583.4758,-8816.1487,-134.5727,-2501.214
58,84,Ce,4.9063,141.9092502,0.11114,1.58E+24,>,,,,,,,,-746.5288,-6589.6802,1303.9942,-4508.946
58,85,Ce,null,142.912392,,118940.4,,B-,100,,,,,0.43,1461.8214,-5891.3295,882.6235,-3434.911
58,86,Ce,4.9303,143.9136528,,24616224,,B-,100,,,,,,318.6462,-5435.0605,411.0472,-5582.282
58,87,Ce,null,144.9172651,,180.6,,B-,100,,,,,,2558.9318,-4387.7885,240.5176,-4231.734
58,88,Ce,4.959,145.9188123,,809.4,,B-,100,,,,,0.9,1047.6178,-4071.1962,-208.5274,-6404.694
58,89,Ce,null,146.9226899,,56.4,,B-,100,,,,,,3430.1913,-3411.7335,-501.6125,-5335.505
58,90,Ce,4.9893,147.9244242,,56.8,,B-,100,,,,,0.74,2137.0282,-3025.6492,-1056.2104,-7689.682
58,91,Ce,null,148.9284269,,5.12,,B-,100,,,,,,4369.4525,-2205.7862,-1578.6535,-6450
58,92,Ce,null,149.930384,,4,,B-,100,,,,,3.2,3453.6462,-1878.8077,-2405.5101,-8535.716
58,93,Ce,null,150.9342722,,1.76,,B-,100,,,,,,5554.6233,-995.8672,-3385.9383,-7914.719
58,94,Ce,null,151.936682,,1.4,,B-,100,,,,,,4778,-272,-3860,-9690
58,95,Ce,null,152.941052,,0.865,,B-,100,B-N,,,,,6659,777,-4504,-8850
58,96,Ce,null,153.94394,,0.722,,B-,100,B-N,,,,,5640,1278,-4755,-10690
58,97,Ce,null,154.948706,,0.313,,B-,100,B-N,,,,,7635,2008,-5265,-9850
58,98,Ce,null,155.951884,,0.233,,B-,100,B-N,,,,,6630,2524,-5635,-11770
58,99,Ce,null,156.957133,,0.18,,B-,100,B-N,,,,,8504,3448,-5885,-10860
58,100,Ce,null,157.960773,,0.099,,B-,100,B-N,,,,,7610,3824,-6045,
59,62,Pr,null,120.955393,,0.01,,P,100,,,,,,,,2295,11139
59,65,Pr,null,123.94294,,1.2,,EC+B+,100,ECP,0,,,,-8321,,1994,11765
59,66,Pr,null,124.937659,,3.3,,EC+B+,100,B+P,,,,,-10001,-21312,1695,8588
59,67,Pr,null,125.93524,,3.14,,EC+B+,100,ECP,,,,,-6943,-20325,1795,10496.565
59,68,Pr,null,126.93071,,4.2,,EC+B+,100,,,,,,-8633,-19234,1683,7436.344
59,69,Pr,null,127.928791,,2.84,,EC+B+,100,,,,,,-5800,-18492,1502.9377,9203.161
59,70,Pr,null,128.925095,,30,,EC+B+,100,,,,,,-7399,-17315,1561.0107,6513.938
59,71,Pr,null,129.92359,,40,,EC+B+,100,,,,,,-4579.225,-16872,1373.0954,8247.449
59,72,Pr,null,130.920235,,90.6,,EC+B+,100,,,,,,-6532.6235,-15775.7424,1170.5368,5407.784
59,73,Pr,null,131.91924,,96,,EC+B+,100,,,,,,-3801.6487,-15530.7415,973.0593,7241.224
59,74,Pr,null,132.9163306,,390,,EC+B+,100,,,,,,-5605.2112,-14583.0943,961.0339,4480.632
59,75,Pr,null,133.9156967,,1020,,EC+B+,100,,,,,,-2881.5569,-14266.9375,674.4589,6304.898
59,76,Pr,null,134.9131118,,1440,,EC+B+,100,,,,,,-4722.2522,-13360.7473,408.4769,3680.436
59,77,Pr,null,135.9126775,,786,,EC+B+,100,,,,,3.42,-2141.1234,-13198.1192,-41.7592,5168.129
59,78,Pr,null,136.9106792,,4608,,EC+B+,100,,,,,,-3617.8447,-12073.8344,-132.3378,2716.951
59,79,Pr,null,137.9107575,,87,,EC+B+,100,,,,,,-1111.6847,-11616.2156,-335.1237,4437
59,80,Pr,null,138.9089327,,15876,,EC+B+,100,,,,,,-2811.7226,-10882.7885,-610.1106,2129.089
59,81,Pr,null,139.9090856,,203.4,,EC+B+,100,,,,,,-428.9806,-10740.6153,-1073.6551,3388
59,82,Pr,4.8919,140.9076596,1,stable,,,,,,,,4.266,-1823.0137,-9828.6052,-1298.5841,-583.475
59,83,Pr,null,141.9100516,,68832,,B-,99.9836,EC,0.0164,,,0.234,2163.6885,-7666.1652,302.1253,746.529
59,84,Pr,null,142.9108226,,1172448,,B-,100,,,,,2.695,934.1107,-5189.4623,1729.2653,-1461.822
59,85,Pr,null,143.9133107,,1036.8,,B-,100,,,,,-1.2,2997.44,-4819.5959,1136.5553,-318.646
59,86,Pr,null,144.914518,,21542.4,,B-,100,,,,,,1806.014,-3949.2802,878.9374,-2558.931
59,87,Pr,null,145.9176876,,1445.4,,B-,100,,,,,,4252.43,-3312.8,925.5479,-1047.618
59,88,Pr,null,146.9190074,,806.4,,B-,100,,,,,,2702.7013,-2589.4949,302.4585,-3430.191
59,89,Pr,null,147.92213,,137.4,,B-,100,,,,,,4872.6133,-2459.9761,-110.7086,-2137.028
59,90,Pr,null,148.9237361,,135.6,,B-,100,,,,,,3336.1617,-1702.6254,-628.9635,-4369.452
59,91,Pr,null,149.9266764,,6.19,,B-,100,,,,,,5379.4422,-1996.2922,-1504.2511,-3453.646
59,92,Pr,null,150.9283091,,18.9,,B-,100,,,,,,4163.5021,-1171.0482,-2526.2001,-5554.623
59,93,Pr,null,151.9315529,,3.57,,B-,100,,,,,,6391.5934,-886.2046,-3474.244,-4778.07
59,94,Pr,null,152.9339035,,4.29,,B-,100,B-N,,,,,5761.8901,509.8557,-3773.4849,-6658.49
59,95,Pr,null,153.9378852,,2.3,,B-,100,,,,,,7720,1399.4593,-3973.3709,-5639.602
59,96,Pr,null,154.9405092,,1.47,,B-,100,B-N,,,,,6868.4609,2092.9489,-4529.9121,-7635.335
59,97,Pr,null,155.9447669,,0.444,,B-,100,B-N,,,,,8752.8229,2763.1711,-4584,-6629.307
59,98,Pr,null,156.9480031,,0.295,,B-,100,B-N,,,,,8059.3109,3696.0061,-4800,-8504.806
59,99,Pr,null,157.952603,,0.181,,B-,100,B-N,,,,,9685,4273,-5045,-7610
59,100,Pr,null,158.956232,,0.13,,B-,100,B-N,,,,,8954,4994,-5264,
59,101,Pr,null,159.961138,,0.17,,B-,100,B-N,,,,,10525,5453,-5574,
59,102,Pr,null,160.965121,,null,,B-,100,B-N,,,,,9741,6164,-5844,
60,65,Nd,null,124.948395,,0.65,,EC+B+,100,ECP,0,,,,,,2195,10000
60,66,Nd,null,125.942694,,null,,EC+B+,,ECP,,,,,-13631,,2069,6944
60,67,Nd,null,126.939978,,1.8,,EC+B+,100,ECP,,,,,-10600,-24232,1951,8633
60,68,Nd,null,127.935018,,5,,EC+B+,100,ECP,,,,,-12311,-23292,1961,5800.764
60,69,Nd,null,128.933038,,6.7,,EC+B+,100,ECP,0,,,,-9195,-22227,1858,7398.566
60,70,Nd,null,129.928506,,13,,EC+B+,100,,,,,,-11127,-21488,1799.4099,4579.225
60,71,Nd,null,130.927248,,25.4,,EC+B+,100,ECP,0,,,,-7998,-20370,1786.3876,6532.624
60,72,Nd,4.9174,131.9233212,,94,,EC+B+,100,,,,,,-9798,-19727,1683.1944,3801.649
60,73,Nd,null,132.922348,,70,,EC+B+,100,,,,,,-6924.7272,-18776,1530.2081,5605.211
60,74,Nd,4.9128,133.9187902,,510,,EC+B+,100,,,,,1.2,-8882.5343,-18310.1078,1351.5547,2881.557
60,75,Nd,4.9086,134.9181813,,744,,EC+B+,100,,,,,-0.78,-6151.2907,-17521.0294,1069.9125,4722.252
60,76,Nd,4.9111,135.9149761,,3039,,EC+B+,100,,,,,11,-8029.3747,-17208.2865,844.4745,2141.124
60,77,Nd,4.908,136.9145631,,2310,,EC+B+,100,,,,,-0.632,-5511.1108,-16485.3644,409.3383,3617.845
60,78,Nd,4.9123,137.9119509,,18144,,EC+B+,100,,,,,-1.74,-7102.8119,-16015.6418,390.8005,1111.685
60,79,Nd,4.9076,138.9119512,,1782,,EC+B+,100,,,,,0.905,-4515.9014,-15173.8778,174.462,2811.722
60,80,Nd,4.9101,139.9095461,,291168,,EC,100,,,,,,-6045.2,-14827.5361,-173.6125,428.981
60,81,Nd,4.9057,140.9096167,,8964,,EC+B+,100,,,,,1.01,-3668.5879,-14050.7915,-697.6704,1823.013
60,82,Nd,4.9123,141.9077288,0.27153,stable,,,,,,,,,-4808.5196,-13498.4416,-809.1047,-2163.688
60,83,Nd,4.9254,142.9098198,0.12173,stable,,,,,,,,-1.065,-1041.6463,-10932.0926,530.5151,-934.11
60,84,Nd,4.9421,143.9100928,0.23798,7.23E+22,,A,100,,,,,0.52,-2331.9117,-8858.6823,1901.2829,-2997.44
60,85,Nd,4.9535,144.9125792,0.08293,stable,,,,,,,,-0.656,-164.4982,-8087.206,1574.1374,-1806.014
60,86,Nd,4.9696,145.9131225,0.17189,stable,,,,,,,,0.58,-1471.556,-7729.7281,1182.0635,-4252.43
60,87,Nd,null,146.916106,,952992,,B-,100,,,,,0.554,895.1896,-6763.7522,1034.668,-2702.701
60,88,Nd,4.9999,147.916899,0.05756,stable,,2B-,,,,,,1.6,-542.1891,-6437.3998,598.9604,-4872.614
60,89,Nd,null,148.9201546,,6213.6,,B-,100,,,,,0.351,1688.8697,-5580.9762,266.6079,-3336.162
60,90,Nd,5.04,149.9209013,0.05638,2.87E+26,,2B-,100,,,,,0.84,-82.6155,-5686.8647,-478.9986,-5379.442
60,91,Nd,null,150.9238394,,746.4,,B-,100,,,,,,2443.0767,-5417.1659,-1354.1975,-4163.502
60,92,Nd,null,151.9246912,,684,,B-,100,,,,,,1104.805,-4834.7213,-2176.155,-6391.593
60,93,Nd,null,152.9277179,,31.6,,B-,100,,,,,,3317.6236,-4147.2293,-3085.3749,-5761.89
60,94,Nd,null,153.9295974,,25.9,,B-,100,,,,,,2687,-3002.917,-3157.6554,-7720
60,95,Nd,null,154.9331356,,8.9,,B-,100,,,,,,4656.2095,-2088.5119,-3483.6539,-6868.461
60,96,Nd,null,155.9353704,,5.26,,B-,100,,,,,,3964.7175,-1333.4422,-3647,-8752.823
60,97,Nd,null,156.9393511,,1.15,,B-,100,,,,,,5802.9994,-398.5873,-4009,-8059.311
60,98,Nd,null,157.9422056,,0.82,,B-,100,B-N,,,,,5271.0196,390.6746,-4040,-9685.123
60,99,Nd,null,158.9466191,,0.485,,B-,100,B-N,,,,,6830.3441,1310.8177,-4369,-8954.007
60,100,Nd,null,159.9498392,,0.439,,B-,100,B-N,,,,,6170.1238,1758.5182,-4330,-10524.515
60,101,Nd,null,160.954664,,0.22,,B-,100,B-N,,,,,7856,2593,-4725,-9740
60,102,Nd,null,161.958121,,0.31,,B-,100,B-N,,,,,7030,3005,-4895,
60,103,Nd,null,162.963414,,null,,B-,100,B-N,,,,,8880,3889,-5164,
61,67,Pm,null,127.948234,,1,,EC,100,ECP,,A,,,-9070,,2506,12310
61,68,Pm,null,128.942909,,2.4,,EC+B+,100,P,,ECP,,,-10850,-22101,2465,9195
61,69,Pm,null,129.940451,,2.6,,EC+B+,100,ECP,,,,,-7770,-21211,2429,11126.239
61,70,Pm,null,130.935834,,6.3,,EC+B+,100,,,,,,-9490,-20142,2348,7998.04
61,71,Pm,null,131.93384,,6.2,,EC+B+,100,ECP,0.00005,,,,-6488,-19419,2278,9797.815
61,72,Pm,null,132.929782,,13.5,,EC+B+,100,,,,,,-8177,-18339,1940.997,6924.727
61,73,Pm,null,133.928326,,5,~,EC+B+,100,,,,,,-5388,-17604,1986.6402,8882.535
61,74,Pm,null,134.924785,,49,,EC+B+,100,,,,,,-7205.1069,-16758,1813.4189,6151.291
61,75,Pm,null,135.9235959,,300,,EC+B+,100,,,,,,-4359.0237,-16384.0187,1632.6252,8029.374
61,76,Pm,null,136.9204795,,144,,EC+B+,100,,,,,,-6081.2029,-15333.2772,1439.8173,5511.111
61,77,Pm,null,137.9195761,,10,,EC+B+,100,,,,,3.2,-3416.5976,-14994.0327,1188.7137,7102.812
61,78,Pm,null,138.9167992,,249,,EC+B+,100,,,,,,-5120.7993,-14074.574,1009.9277,4515.902
61,79,Pm,null,139.9160359,,9.2,,EC+B+,100,,,,,,-2756.101,-13903.1354,703.4586,6045.2
61,80,Pm,null,140.9135551,,1254,,EC+B+,100,,,,,,-4588.9724,-13138.3045,253.966,3668.588
61,81,Pm,null,141.912891,,40.5,,EC+B+,100,,,,,,-2159.6062,-13278.8943,-437.585,4808.519
61,82,Pm,null,142.9109381,,22896000,,EC+B+,100,B+,0.0000057,,,3.8,-3443.5291,-12050.0525,-556.9276,1041.646
61,83,Pm,null,143.9125962,,31363200,,EC+B+,100,,,,,1.69,549.5096,-9970.2996,845.1947,2331.912
61,84,Pm,null,144.9127557,,558557589.8,,EC,100,A,0.00000028,,,3.8,-616.099,-7373.1982,2322.1114,164.498
61,85,Pm,null,145.9147022,,174509800.6,,EC,65.7,B-,34.3,,,,1542,-6874.2711,1907.0907,1471.556
61,86,Pm,null,146.9151449,,82786439.6,,B-,100,,,,,2.58,224.0638,-6116.9417,1601.2998,-895.19
61,87,Pm,null,147.9174811,,463795.2,,B-,100,,,,,2.1,2470.1898,-5671.1469,1459.7956,542.189
61,88,Pm,null,148.9183415,,191088,,B-,100,,,,,3.3,1071.4936,-4799.656,1136.67,-1688.869
61,89,Pm,null,149.92099,,9712.8,,B-,100,,,,,,3454,-4532.7556,651.2348,82.615
61,90,Pm,null,150.9212166,,102240,,B-,100,,,,,1.8,1190.2198,-4406.2426,-367.0829,-2443.077
61,91,Pm,null,151.9235052,,247.2,,B-,100,,,,,,3508.5089,-4749.3066,-1143.9318,-1104.805
61,92,Pm,null,152.9241563,,315,,B-,100,,,,,,1912.0559,-3956.3441,-2033.546,-3317.623
61,93,Pm,null,153.9267128,,160.8,,B-,100,,,,,,4188.9614,-3777.8611,-2391.0091,-2687
61,94,Pm,null,154.928137,,41.5,,B-,100,,,,,,3251.1999,-2555.76,-2585.2402,-4656.21
61,95,Pm,null,155.9311141,,26.7,,B-,100,,,,,,5193.8878,-2046.9599,-2833.6932,-3964.717
61,96,Pm,null,156.9331213,,10.56,,B-,100,,,,,,4380.5376,-1007.6988,-3153.5422,-5802.999
61,97,Pm,null,157.9365469,,4.8,,B-,100,,,,,,6145.7062,-499.8073,-3671.4565,-5271.02
61,98,Pm,null,158.9392864,,1.5,,B-,100,,,,,,5653.4982,626.1798,-3563.9318,-6830.344
61,99,Pm,null,159.9432153,,0.725,,B-,100,B-N,,,,,7338.5338,1241.8926,-3870.2476,-6170.124
61,100,Pm,null,160.9462298,,1.05,,B-,100,B-N,,,,,6585.4546,2075.2655,-4076.699,-7856.589
61,101,Pm,null,161.950574,,0.63,,B-,100,B-N,,,,,8339,2561,-4315,-7030
61,102,Pm,null,162.953881,,0.43,,B-,100,B-N,,,,,7640,3348,-4615,-8880
61,103,Pm,null,163.958819,,null,,B-,100,B-N,,,,,9565,4168,-4585,
61,104,Pm,null,164.96278,,null,,B-,100,B-N,,,,,8840,5184,-4606,
62,67,Sm,null,128.954557,,0.55,,EC+B+,100,ECP,0,,,,,,3315,10850
62,68,Sm,null,129.948792,,null,,EC+B+,,,,,,,-14187,,3255,7770
62,69,Sm,null,130.946022,,1.2,,EC+B+,100,ECP,0,,,,-10816,-24839,3205,9490
62,70,Sm,null,131.940805,,4,,EC+B+,100,ECP,,,,,-12939,-23747,2966,6488
62,71,Sm,null,132.93856,,2.89,,EC+B+,100,ECP,0,,,,-9995,-23102,2719,8176.653
62,72,Sm,null,133.93411,,9.5,,EC+B+,100,,,,,,-11576,-22211,2795,5387.908
62,73,Sm,null,134.93252,,10.3,,EC+B+,100,ECP,0.02,,,,-8709,-21128,2485.9024,7205.107
62,74,Sm,null,135.9282756,,47,,EC+B+,100,,,,,,-10567,-20734,2190.0002,4359.024
62,75,Sm,null,136.927008,,45,,EC+B+,100,,,,,,-7845.7518,-19819,1915.8089,6081.203
62,76,Sm,4.9599,137.923244,,186,,EC+B+,100,,,,,,-9748.0968,-19423.1869,1723.7543,3416.598
62,77,Sm,4.9556,138.9222966,,154.2,,EC+B+,100,,,,,-0.53,-6982.1777,-18701.8716,1408.4747,5120.799
62,78,Sm,4.9565,139.9189947,,889.2,,EC+B+,100,,,,,12.7,-8470,-18129.2121,1318.4361,2756.101
62,79,Sm,4.9517,140.9184815,,612,,EC+B+,100,,,,,-0.74,-6008.3127,-17019.3321,1225.0937,4588.973
62,80,Sm,4.9518,141.9152094,,4349.4,,EC+B+,100,,,,,,-7673,-17127.6008,610.3365,2159.606
62,81,Sm,4.9479,142.9146348,,525,,EC+B+,100,,,,,1.01,-5275.824,-16279.5234,74.879,3443.529
62,82,Sm,4.9524,143.9120063,0.0308,stable,,,,,,,,1.6,-6346.4515,-15795.6333,-133.2956,-549.51
62,83,Sm,4.9651,144.9134172,,29376000,,EC,100,,,,,-1.12,-2659.8832,-13103.5508,1115.1967,616.099
62,84,Sm,4.9808,145.9130468,,2.15E+15,,A,100,,,,,,-3878.7573,-11076.1543,2528.7792,-1542
62,85,Sm,4.9892,146.9149044,0.15,3.39E+18,,A,100,,,,,-0.809,-1721.4367,-10219.7629,2311.3466,-224.064
62,86,Sm,5.0042,147.9148292,0.1125,2.21E+23,,A,100,,,,,0.54,-3038.5844,-9862.7734,1987.0458,-2470.19
62,87,Sm,5.0134,148.9171912,0.1382,stable,,,,,,,,-0.6677,-694.5812,-8909.734,1871.1905,-1071.494
62,88,Sm,5.0387,149.917282,0.0737,stable,,,,,,,,0.82,-2258.9662,-8681.3369,1449.6648,-3454
62,89,Sm,5.055,150.9199389,,2840123338,,B-,100,,,,,-0.3605,76.6182,-7855.4285,1145.3986,-1190.22
62,90,Sm,5.0819,151.9197386,0.2674,stable,,,,,,,,2.8,-1874.4774,-8181.1972,220.1726,-3508.509
62,91,Sm,5.0925,152.9221036,,166622.4,,B-,100,,,,,-0.021,807.4073,-7742.8773,-609.4402,-1912.056
62,92,Sm,5.1053,153.9222158,0.2274,stable,,,,,,,,1.35,-717.1969,-7159.4153,-1200.5284,-4188.962
62,93,Sm,null,154.9246466,,1330.8,,B-,100,,,,,,1627.1314,-6524.1569,-1672.938,-3251.2
62,94,Sm,null,155.9255382,,33840,,B-,100,,,,,,722.109,-5613.7163,-1635.9877,-5193.888
62,95,Sm,null,156.9284186,,481.8,,B-,100,,,,,,2781.4807,-4666.1275,-1772.1898,-4380.538
62,96,Sm,null,157.9299493,,318,,B-,100,,,,,,2018.6123,-3864.0329,-2097.1626,-6145.706
62,97,Sm,null,158.9332171,,11.37,,B-,100,,,,,,3835.5363,-3008.7061,-2348.9691,-5653.498
62,98,Sm,null,159.935337,,9.6,,B-,100,,,,,,3260.2763,-2261.1049,-2455.9585,-7338.533
62,99,Sm,null,160.9391601,,4.8,,B-,100,,,,,,5119.5577,-1249.9128,-2602.8428,-6585.454
62,100,Sm,null,161.9416217,,2.4,,B-,100,,,,,,4343.8905,-658.7703,-2968.846,-8339.053
62,101,Sm,null,162.9456791,,1.23,,B-,100,B-N,,,,,5974.2073,52.0143,-3300.5203,-7639.612
62,102,Sm,null,163.9485501,,1.43,,B-,100,B-N,,,,,5306.8315,577.1863,-3625.7154,-9565.314
62,103,Sm,null,164.95329,,0.98,,B-,100,B-N,,,,,7219,1651,-3705,-8840
62,104,Sm,null,165.956575,,0.8,,B-,100,B-N,,,,,6299,2208,-3865,
62,105,Sm,null,166.962072,,null,,B-,100,B-N,,,,,8440,3348,-3675,
62,106,Sm,null,167.966033,,null,,B-,100,B-N,,,,,7610,4059,,
63,67,Eu,null,129.964022,,0.0009,,P,100,,,,,,,,3812,14187
63,68,Eu,null,130.957634,,0.0178,,P,89,EC+B+,11,,,,,,3421,10816
63,69,Eu,null,131.954696,,null,,P,0,EC+B+,,,,,,,3594,12940
63,71,Eu,null,133.946537,,0.5,,EC+B+,100,ECP,0,,,,-8271,-21812,3244,11576
63,72,Eu,null,134.94187,,1.5,,EC+B+,100,ECP,,,,,-9898,-20689,3198,8709.222
63,73,Eu,null,135.93962,,3.3,,EC+B+,100,B+P,0.09,,,,-7154,-20065,2959,10566.899
63,74,Eu,4.9762,136.9354307,,11,,EC+B+,100,,,,,,-8932,-19127,2836.8335,7845.751
63,75,Eu,4.9779,137.933709,,12.1,,EC+B+,100,,,,,5.3,-6090,-18607,2589.3169,9748.096
63,76,Eu,4.976,138.9297923,,17.9,,EC+B+,100,,,,,6.1,-7767,-17810,2239.3617,6982.178
63,77,Eu,4.9695,139.9280876,,1.51,,EC+B+,100,,,,,1.362,-5203.6675,-17426,1759.0614,8470
63,78,Eu,4.9697,140.9249317,,40.7,,EC+B+,100,,,,,3.486,-6701.4161,-16214.687,1722.2955,6008.312
63,79,Eu,4.9607,141.9234467,,2.34,,EC+B+,100,,,,,1.532,-4349.4074,-16156.0169,1180.5246,7673
63,80,Eu,4.9636,142.9202987,,155.4,,EC+B+,100,,,,,3.664,-6010,-15353.1068,834.8016,5275.824
63,81,Eu,4.9612,143.9188195,,10.2,,EC+B+,100,,,,,1.888,-3859.6633,-15459.1817,167.956,6346.451
63,82,Eu,4.9663,144.9162727,,512352,,EC+B+,100,,,,,3.983,-5064.8984,-14303.3309,106.4919,2659.883
63,83,Eu,4.9789,145.9172109,,398304,,EC+B+,100,,,,,1.422,-1031.7798,-12262.2954,1599.0169,3878.757
63,84,Eu,4.9938,146.9167524,,2082240,,EC,99.9978,A,0.0022,,,3.715,-2187.6833,-9530.106,2991.137,1721.437
63,85,Eu,5.0045,147.9180913,,4708800,,EC+B+,100,A,0.00000094,,,2.334,-28.063,-9011.8723,2693.7185,3038.585
63,86,Eu,5.0202,148.9179369,,8043840,,EC,100,,,,,3.556,-1314.1437,-8243.2158,2401.2735,694.581
63,87,Eu,5.0296,149.9197071,,1164450568,,EC+B+,100,,,,,2.702,971.6815,-7736.5144,2237.075,2258.967
63,88,Eu,5.0522,150.9198566,0.4781,5.36E+25,>=,A,,,,,,3.4635,-464.1779,-6960.3652,1963.97,-76.618
63,89,Eu,5.1064,151.921751,,426554968.4,,EC+B+,72.08,B-,27.92,,,-1.9354,1818.8037,-6770.8977,1552.4609,1874.477
63,90,Eu,5.1115,152.9212368,0.5219,stable,,,,,,,,1.5294,-484.5225,-6731.4809,272.0222,-807.407
63,91,Eu,5.1239,153.9229857,,271421120.3,,B-,99.982,EC+B+,0.018,,,-2,1967.9913,-6926.7409,-565.947,717.197
63,92,Eu,5.1221,154.9228998,,149990069.2,,B-,100,,,,,1.516,251.9612,-6183.2969,-856.9927,-1627.131
63,93,Eu,5.1264,155.924763,,1312416,,B-,100,,,,,,2452.4891,-6083.864,-1253.2916,-722.109
63,94,Eu,5.1351,156.9254326,,54648,,B-,100,,,,,1.5,1364.7614,-4995.1191,-1236.0468,-2781.48
63,95,Eu,5.1413,157.9277822,,2754,,B-,100,,,,,1.44,3419.5081,-4517.8838,-1428.775,-2018.612
63,96,Eu,5.1498,158.9290995,,1086,,B-,100,,,,,1.38,2518.4717,-3424.7342,-1528.2959,-3835.537
63,97,Eu,null,159.931837,,42.6,,B-,100,,,,,,4448.6112,-3002.9094,-1751.5172,-3260.277
63,98,Eu,null,160.933664,,26,,B-,100,,,,,,3714.5406,-1920.8593,-1919.4011,-5119.558
63,99,Eu,null,161.9369583,,10.6,,B-,100,,,,,,5557.7761,-1288.1201,-2041.7169,-4343.891
63,100,Eu,null,162.9392655,,7.7,,B-,100,,,,,,4814.772,-364.4169,-2444.3835,-5974.207
63,101,Eu,null,163.9428529,,4.15,,B-,100,,,,,,6461.5416,85.1267,-2762.4232,-5306.832
63,102,Eu,null,164.9455401,,2.3,,B-,100,,,,,,5796.6788,893.2663,-3067.4302,-7219.103
63,103,Eu,null,165.949813,,1.7,,B-,100,B-N,,,,,7622,1706,-3134,-6299
63,104,Eu,null,166.953011,,1.3,,B-,100,B-N,,,,,7006,2530,-3235,-8440
63,105,Eu,null,167.957863,,0.2,,B-,100,B-N,,,,,8899,3454,-3315,-7610
63,106,Eu,null,168.961717,,null,,B-,100,B-N,,,,,8230,4418,-3415,
64,70,Gd,null,133.955416,,null,,,,,,,,,,,3745,8270
64,71,Gd,null,134.952496,,1.1,,EC+B+,100,ECP,2,,,,-11197,,3606,9898
64,72,Gd,null,135.9473,,0.0000002,>=,,,,,,,,-13190,-24108,3625,7154
64,73,Gd,null,136.94502,,2.2,,EC+B+,100,ECP,,,,,-10246,-23385,3593,8931.904
64,74,Gd,null,137.940247,,4.7,,EC+B+,100,,,,,,-12059,-22764,3292,6089.676
64,75,Gd,null,138.93813,,5.8,,EC+B+,100,ECP,0,,,,-9501,-22102,2801,7766.051
64,76,Gd,null,139.933674,,15.8,,EC+B+,100,,,,,,-11300,-21723,2603.7053,5203.667
64,77,Gd,null,140.932126,,14,,EC+B+,100,B+P,0.03,,,,-8683.388,-20813.2709,2342.5087,6701.416
64,78,Gd,null,141.928116,,70.2,,EC+B+,100,,,,,,-10400,-20489.9974,2113.3344,4349.408
64,79,Gd,null,142.9267507,,39,,EC+B+,100,,,,,,-7812.1185,-19743.1068,1724.0023,6010
64,80,Gd,null,143.922963,,268.2,,EC+B+,100,,,,,,-9391.3235,-19411.6369,1271.5183,3859.664
64,81,Gd,4.9786,144.9217101,,1380,,EC+B+,100,,,,,-0.74,-6526.9329,-18629.7561,582.4179,5064.898
64,82,Gd,4.9801,145.9183185,,4170528,,EC+B+,100,,,,,2.1,-8322.1791,-17757.4485,471.1904,1031.78
64,83,Gd,null,146.919101,,137016,,EC+B+,100,,,,,1.02,-4614.2543,-15664.6019,1735.2911,2187.683
64,84,Gd,5.008,147.9181214,,2243697437,,A,100,,,,,-0.16,-5732.4723,-13598.0636,3271.2911,28.063
64,85,Gd,null,148.9193477,,801792,,EC+B+,100,A,0.00043,,,0.88,-3638.5336,-12661.5444,3099.3183,1314.144
64,86,Gd,5.0342,149.9186639,,56486897494520,,A,100,,,,,,-4658.2621,-12346.7295,2807.3935,-971.682
64,87,Gd,null,150.9203549,,10704960,,EC,100,A,0.0000008,,,0.77,-2565.3796,-11154.4495,2652.2117,464.178
64,88,Gd,5.0774,151.9197984,0.002,3.41E+21,,A,100,,,,,0.96,-3990,-11155.081,2203.8471,-1818.804
64,89,Gd,null,152.9217569,,20770560,,EC,100,,,,,0.38,-1569.334,-10236.9584,1828.0382,484.522
